title,row_count,first_pass_action,matched_rule_names,matched_rule_descriptions,manual_override,final_action,final_reason
"Effects of Concentrical Partial (Local) Compression on the Structural Behavior of Concrete Filled Steel Tubular Column, S. Jayaganesh; J. Raja Murugadoss; G. Ganesh Prabhu; J. Jegan, Unknown, 2015",12,keep_candidate,,,,keep,
"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",12,keep_candidate,,,,keep,
"Engineering Structures | Behavior of stiffened circular concrete-filled steel tube stub columns under eccentric compression | Zheng Ming, Nie Xin, Hu Jun, Liang Huqing | 2025",12,keep_candidate,,,,keep,
"Engineering Structures | Behaviour of rectangular concrete-filled steel tubular slender column with unequal wall thickness | Guangyuan Fu, Gongyi Fu, Chenjiang Yu, Siping Li, Feiliang Wang, Jian Yang | 2021",12,keep_candidate,,,,keep,
"Experimental Performance Studies of Improving Compressed Concrete Filled Steel Tube Elements of Square Section, Anatoly L. Krishan; Mariia A. Astafeva; Elvira P. Chernyshova, IFAC PapersOnLine, 2018",12,keep_candidate,,,,keep,
"Experimental Study on the Behavior of Recycled Concrete-Filled Thin-Wall Steel Tube Columns Under Axial Compression, Kai Wu, Arabian Journal for Science and Engineering, 2018",12,keep_candidate,,,,keep,
"Experimental behaviour of eccentrically loaded slender circular hollow steel columns in-filled with fibre reinforced concrete, S. Ramana Gopala; P. Devadas Manoharan, Unknown, 2005",12,keep_candidate,,,,keep,
"Experimental study of cross-section shape and infill influence on CFST stub columns subjected to axial load, David Hernández-Figueirido; Carmen Ibanez; Ana Piquera; Óscar Martínez-Ramosa, EUROSTEEL 2017, 2017",12,keep_candidate,,,,keep,
"Gardner NJ, Jacobson ER. Structural behavior of concrete-filled steel tubes.ACI Journal 1967;64(7):404 12.",12,keep_candidate,,,,keep,
"Hiroaki Kitoh, Takashi Koyabu, Keisuke Sahara and Keiichiro Sonoda. Concrete filled circular steel tubular stubs with a large ratio of diameter to thickness under compression. Journal of Japan Society of Civil Engineers. 2004, No.759/I-67:25-36. [in Japanese].",12,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Eccentric compression behaviors of iron tailings and recycled aggregate concrete-filled steel tube columns | Yansheng Du, Chuanchuan Shi, Shao-Bo Kang, Mohammed Amer, Bingzhen Zhao, Yutong Zhang | 2024",12,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Mechanical properties of CFSST with steel reinforcement cage under biaxial eccentric compression | Jun Chen, Hao Shi, Jie Li, Mingqing Guo, Faxing Ding, Zhanjun Shao, Ping Xiang | 2023",12,keep_candidate,,,,keep,
"Lin-Hai Han, Guo-Huang Yao,Experimental behaviour of thin-walled hollow
structural steel (HSS) columns filled
with self-consolidating concrete (SCC),Thin-Walled Structures 42 (2004) 1357–1377.",12,keep_candidate,,,,keep,
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",12,keep_candidate,,,,keep,
"Mechanical behavior of concrete-filled square steel tubular columns subjected to eccentric loading of unequal end-moment, HUANG Hong; CHEN Mengcheng; YANG Chao; ZHANG Ange, Unknown, 2012",12,keep_candidate,,,,keep,
"Mechanical properties of self-compacting lower expansion concrete filled rectangular steel tube columns, 刘琦, Unknown, 2018",12,keep_candidate,,,,keep,
"P.K. Gupta , S.M. Sarda, M.S. Kumar,Experimental and computational study of concrete filled steel tubular
columns under axial loads,Journal of Constructional Steel Research 63 (2007) 182–193",12,keep_candidate,,,,keep,
"STUDY ON THE BEARING CAPACITY OF CONCRETE FILLED STEEL TUBES, 彭杰, Shanghai Jiao Tong University Master's Thesis, 2014",12,keep_candidate,,,,keep,
"Sakino K, Hayashi H. Behavior of concrete filled steel tubular stub columns under concentric loading. In: Proceeding of the 3rd international conference on steel-concrete composite structures. 1991. p. 25 30.",12,keep_candidate,,,,keep,
"Size effect in circular concrete-filled steel tubes with different diameter-to-thickness ratios under axial compression, Wenjing Wang; Hua Ma; Zhenbao Li; Zhenyun Tang, Engineering Structures, 2017",12,keep_candidate,,,,keep,
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",12,keep_candidate,,,,keep,
"Structures | Axial compression performance of concrete-filled-steel tube flat columns with a large steel ratio | Hangin Wang, Dianchun Xuan, Qing Jiang, Junqi Huang, Xun Chong | 2024",12,keep_candidate,,,,keep,
"Structures | Axial compression performance of concrete-filled-steel tube flat columns with a large steel ratio | Hanqin Wang, Dianchun Xuan, Qing Jiang... | 2024",12,keep_candidate,,,,keep,
"Structures | Study on the eccentric load-bearing performance of prefabricated concrete-filled steel tube columns with ""Inner Tube-Flange-Grouting"" connections | Xiushu Qu, Jialong Yang, Jiahao Yan | 2025",12,keep_candidate,,,,keep,
"Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube, Song Guang, Unknown, 2020",12,keep_candidate,,,,keep,
"Thin-Walled Structures | Axial and bending behaviour of steel tubes infilled with rubberised concrete | A. Mujdeci, Y.T. Guo, D.V. Bompa, A.Y. Elghazouli | 2022",12,keep_candidate,,,,keep,
"Thin-Walled Structures | Effect of stiffeners on the eccentric compression behaviour of square concrete-filled steel tubular columns | Fang Yuan, Hong Huang, Mengcheng Chen | 2019",12,keep_candidate,,,,keep,
"圆钢管活性粉末混凝土短柱轴压受力性能研究, 罗华, Unknown, 2011",12,keep_candidate,,,,keep,
"土木工程学报 | 钢管地聚物混凝土柱轴向重复受压性能试验研究 | 惠存, 王阳光, 李永刚... | 2022",12,keep_candidate,,,,keep,
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",12,keep_candidate,,,,keep,
"建筑结构学报 | 圆端形钢管混凝土柱偏压性能研究 | 王志滨, 吴扬杭, 余鑫... | 2022",12,keep_candidate,,,,keep,
"方钢管约束高强混凝土短柱轴压力学性能, 刘界鹏; 张素梅; 郭兰慧, Unknown, 2008",12,keep_candidate,,,,keep,
"正方形断面钢管混凝土短柱轴心受压极限承载力的研究, 范重, 工程力学, 1994",12,keep_candidate,,,,keep,
"王玉银,陈杰,纵斌,等.钢管再生混凝土与钢筋再生混凝土轴压短柱力学性能对比试验研究[J].建筑结构学报,2011,32(12):170-177.",12,keep_candidate,,,,keep,
"田亮亮.圆钢管高强再生混凝土柱力学性能研究[D].北方工业大学,2018.",12,keep_candidate,,,,keep,
"纵斌. 钢管再生混凝土与钢筋再生混凝土短柱轴压性能试验研究[D]. 
滨: 哈尔滨工业大学土木工程学院, 2011.",12,keep_candidate,,,,keep,
"脱空对钢管混凝土受力性能的影响, 梁柯峰, Unknown, 2008",12,keep_candidate,,,,keep,
"薄壁方钢管-再生混凝土短柱的轴压力学性能研究, 杨俊, Unknown, 2012",12,keep_candidate,,,,keep,
"薄壁钢管混凝土柱轴心受压承载性能研究, 占美森, Unknown, 2007",12,keep_candidate,,,,keep,
"钢管混凝土柱的承载能力分析, 李斌; 郝润霞, Unknown, 2005",12,keep_candidate,,,,keep,
"钢管混凝土轴压长柱承载力的试验研究, 李斌; 闻洋, 地震工程与工程振动, 2003",12,keep_candidate,,,,keep,
"EXPERIMENTAL AND THEORETICAL RESEARCH ON RCFT BEAM-COLUMNS FABRICATED WITH Q420B HIGH-STRENGTH STEEL SUBJECTED TO ECCENTRIC LOAD, Zhi-Hua Chen; Rui Ma; Yan-Sheng Du; Ming Lian, Advanced Steel Construction, 2020",11,keep_candidate,,,,keep,
"EXPERIMENTAL STUDIES ON THE BEHAVIOR AND STRENGTH OF VERY SLENDER CONCRETE FILLED STEEL TUBULAR COLUMNS, Han Linhai; Jiang Shaofei; Cao Yuqing; Yuan Yansheng; Yan Shanzhang, 钢结构, 1999",11,keep_candidate,,,,keep,
"EXPERIMENTAL STUDY ON THE BEARING CAPACITY OF RECYCLED AGGREGATE CONCRETE-FILLED SQUARE STEEL TUBE SHORT COLUMNS UNDER AXIAL COMPRESSION, KE Xiao-jun; CHEN Zong-ping; XUE Jian-yang; SU Yi-sheng, Unknown, 2013",11,keep_candidate,,,,keep,
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",11,keep_candidate,,,,keep,
"Experimental study on CFNRST members under combined compression and bending, Lei Zhang; Chen-Xiang Mao; Li Xiao-Gang; Gen-Shu Tong; Ting Jing; Yan-Chao Wang, Unknown, 2020",11,keep_candidate,,,,keep,
"Experimental study on axially compressed circular CFST columns with improved confinement effect, Liusheng He; Yangang Zhao; Siqi Lin, Journal of Constructional Steel Research, 2018",11,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Eccentric compression performance of round-ended CFST slender columns with different aspect ratios | Rui Wang, Xuan Li, Hui Zhao... | 2023",11,keep_candidate,,,,keep,
"开孔钢板加劲肋方钢管混凝土柱偏压试验研究, 刘君平; 周宗源; 刘永健; 陈宝春, 建筑结构学报, 2017",11,keep_candidate,,,,keep,
"Axial compressive behaviors of circular steel slag concrete-filled steel tube slender columns, Linhan Lu; Tao Liang; Tianhe Zhang; Qingxin Ren; Qinghe Wang; Sheng Wang, Structural Concrete, 2023",10,keep_candidate,,,,keep,
"Behavior of Concrete-Filled Steel Tube Columns Subjected to Axial Compression, Pengfei Li; Tao Zhang; Chengzhi Wang, Unknown, 2018",10,keep_candidate,,,,keep,
"Behavior of Rectangular-Sectional Steel Tubular Columns Filled with High-Strength Steel Fiber Reinforced Concrete Under Axial Compression, Shiming Liu; Xinxin Ding; Xiaoke Li; Yongjian Liu; Shunbo Zhao, Materials, 2019",10,keep_candidate,,,,keep,
"Construction and Building Materials | Buckling behavior of UHPC filled stainless steel tubular columns subjected to eccentric compression | Bing-Lin Lai, Yi-Ran Li, Guo-Yu Wang... | 2026",10,keep_candidate,,,,keep,
"Engineering Structures | Uni-axial behaviour of expansive CFST and DSCFST stub columns | J.C.M. Ho, X.L. Ou, C.W. Li... | 2021",10,keep_candidate,,,,keep,
"Experiment on Eccentric Compressive Behaviors of Square CFST Columns with Built-in High-strength Steel Angles, WU Bo; WANG Hui; LIU Xiao-zhu, Unknown, 2021",10,keep_candidate,,,,keep,
"Gu WP, Cai SH, Feng WL. Study on behavior and bearing capacity of high-strength concrete filled steel tubular long columns. Building Science, 1991; (3): [页码缺失].(In Chinese)",10,keep_candidate,,,,keep,
"Gu Weiping,Cai Shaohuai,Feng Wenlin,Behavior and ultimate strength of steel tubes filled with high-strength concrete,Building Science,1991,01:23-27.",10,keep_candidate,,,,keep,
"Journal of Building Structures | Experimental study on compression performance of ultra-high-strength concrete (UHSC) filled high-strength steel tube stub columns subjected to eccentric load | LUO Xia, WEI Jiangang, HAN Jinpeng... | 2021",10,keep_candidate,,,,keep,
"Journal of Building Structures | Mechanical behavior of geopolymeric brick aggregate recycled concrete-filled circular steel tubular slender columns under eccentric compression | YAN Guiyun, WANG Di, WU Yingxiong... | 2023",10,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Concentric and eccentric compression performance of multiple-cell cruciform CFSTs | Muhammad Hassam, Lanhui Guo, Chen Jia | 2022",10,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Study on the mechanical behavior of preplaced aggregate concrete-filled steel tube columns | Hongyuan Tang, Yi Huang, Jingxiang Huang, Duan Hong, Yang Wei | 2026",10,keep_candidate,,,,keep,
"Luksha LK, Nesterovich AP. Strength testing of larger-diameter concrete filled steel tubular members. In: Proceeding of the 3rd international conference on steel–concrete composite structures,1991: 67-69.",10,keep_candidate,,,,keep,
"Structural performance of welded built-up square CFST stub columns, Seong-Hui Lee; Young-Hwan Choi; Young-Ho Kim; Sung-Mo Choi, Thin-Walled Structures, 2012",10,keep_candidate,,,,keep,
"Structures | Eccentric compressive behavior of circular steel slag concrete-filled steel tube slender columns | Tianhe Zhang, Linhan Lu, Qingxin Ren, Jinan Ding, Qinghe Wang | 2025",10,keep_candidate,,,,keep,
"Tang Guanzuo Zhao Bingquan Zhu Huixian,Study on the Fundamental Structural Behavior of Concrete Filled Steel Tubular Columns,Journal of Building Structures,1982 (1):13-31.(in Chinese)",10,keep_candidate,,,,keep,
"Wenjing Wang, Hua Ma, Zhenbao Li, Zhenyun Tang.Size effect in circular concrete-filled steel tubes with different diameter-to-thickness ratios under axial compression.Engineering Structures 151 (2017) 554–567",10,keep_candidate,,,,keep,
"Ye Y, Han LH, Sheehan T, Guo ZX. Concrete-filled bimetallic tubes under axial compression: Experimental investigation. Thin-Walled Structures, 2016; 108: 321-332.",10,keep_candidate,,,,keep,
"偏心受压矩形钢管混凝土短柱承载力研究, 姚民乐; 高金良, Journal of Building Materials, 2009",10,keep_candidate,,,,keep,
"初应力对钢管混凝土偏压构件承载力影响的实验研究, 张晓庆; 钟善桐; 闫善章; 林伟; 曹海龙, Unknown, 0",10,keep_candidate,,,,keep,
"大尺寸钢管混凝土柱承载力试验, 陈彦江; 李勇; 闫维明; 潘迪, Unknown, 2011",10,keep_candidate,,,,keep,
"薄壁方钢管再生混合混凝土轴压长柱承载性能研究, 孙辉, Unknown, 2014",10,keep_candidate,,,,keep,
"薄壁矩形钢管再生混合混凝土轴压长柱承载性能研究, 肖永良, Unknown, 2018",10,keep_candidate,,,,keep,
"设置钢筋加劲肋的方钢管混凝土轴压短柱力学性能研究, 杨正宇, Unknown, 2008",10,keep_candidate,,,,keep,
"钢管混凝土短斜柱力学性能研究, 郭俊峰, 沈阳建筑大学硕士学位论文, 2011",10,keep_candidate,,,,keep,
"钢管高强混凝土的性能与极限强度*, 顾维平; 蔡绍怀; 冯文林, 建筑科学 BUILDING SCIENCE, 1991",10,keep_candidate,,,,keep,
"钢管高强混凝土长柱性能和承载能力的研究, 顾维平; 蔡绍怀; 冯文林, Unknown, 1989",10,keep_candidate,,,,keep,
"Cai, S. H. and Jiao, Z. S., “Behavior and ultimate strength of short concrete-filled steel tubular columns.” Journal of Building Structures, 1984 (6), (in Chinese), , 1984, pp. 13-29.",9,keep_candidate,,,,keep,
"Experimental Research on the Mechanical Properties of Axially Compressed Short Columns of Recycled Brick Aggregate Concrete Filled Steel Tube with Rectangular Section, TANG Peng; ZONG Lan; ZHANG Wen-fu; SHEN Shai-cheng, Unknown, 2017",9,keep_candidate,,,,keep,
"Experimental Study on Eccentrically-Compressed Performance of High-Strength Cold-Formed Rectangular-Section CFST Columns, HUANG Yongshui; ZHANG Jicheng; RAO Yulong; LI Yong; SHEN Xingyue; LU Yusha, Unknown, 2018",9,keep_candidate,,,,keep,
"Experimental study on compressive behavior of precast concrete filled steel tubular columns, WU Liwei; LI Xinhong; SU Youpo; ZHAO Jiangshan; ZHANG Ying, Journal of Building Structures, 2019",9,keep_candidate,,,,keep,
"Han Linhai,THEORETICAL ANALYSES AND EXPERIMENTAL RESEARCHES FOR THE
BEHAVIORS OF HIGH STRENGTH CONCRETE FILLED STEEL TUBES
SUBJECTED TO AXIAL COMPRESSION,Industrial Construction,1997(27):39-44",9,keep_candidate,,,,keep,
"He LS, Zhao YG, Lin SQ. Experimental study on axially compressed circular CFST columns with improved confinement effect. Journal of Constructional Steel Research, 2018; 140: 74-81.",9,keep_candidate,,,,keep,
"Journal of Building Structures | Experimental study on compressive behavior of precast concrete filled steel tubular columns | WU Liwei, LI Xinhong, SU Youpo... | 2019",9,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Axial compression behavior of square section concrete-filled steel tubes reinforced with internal latticed steel angles | Jun Wang, Zi-Ming Yang, Xiang-Long Zheng... | 2024",9,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Behavior of steel reinforced UHPC-filled stainless steel tubular columns under eccentric loads | Chuangchuang Wu, Feiran Fan, Zhan Cheng, Guofeng Du, Tianyi Zhang | 2023",9,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Behaviour of high-strength spirally reinforced square concrete-filled steel tubes under eccentric compression | Wei-Jie Li, Wei Li | 2025",9,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Eccentric loading behavior of CFDEST short columns: Testing, modeling and design | Jingwei Chen, Qihan Shen, Jingfeng Wang... | 2026",9,keep_candidate,,,,keep,
"Mechanism Study on the Axial Compressive Performance of Short Square CFST Columns with Different Stiffeners, Bing Xu; Fahong Wu; Guizhong Xu, Advances in Civil Engineering, 2018",9,keep_candidate,,,,keep,
"Prediction of the squash loads of concrete-filled tubular section columns with local buckling, Young Bong Kwon; Sang Jung Seo; Doo Won Kang, Thin-Walled Structures, 2011",9,keep_candidate,,,,keep,
"Shiming Chen, Rui Zhang, Liang-Jiu Jia, Jun-Yan Wang, Ping Gu，Structural behavior of UHPC filled steel tube columns under axial loading，Thin-Walled Structures 130 (2018) 550–563。",9,keep_candidate,,,,keep,
"Structural performance of geopolymer-concrete-filled steel tube members subjected to compression and bending, Han Fang; Phillip Visintin, Journal of Constructional Steel Research, 2022",9,keep_candidate,,,,keep,
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",9,keep_candidate,,,,keep,
"Structures | Performance of concrete-filled outer stainless-inner mild steel tube columns under eccentric compression | Pengtuan Zhao, Huinan Wei, Buqiao Fan, Rongbin Hou | 2025",9,keep_candidate,,,,keep,
"Study on Bearing Mechanism of Eccentric Long Column of Concrete-filled Steel Tube Arch Frame in Highway Tunnel, Ren Zhaodan; Wang Zhiyong; Kong Chao; Zhang Junru, Chinese Journal of Underground Space and Engineering, 2021",9,keep_candidate,,,,keep,
"THE STUDY OF THE AXIAL COMPRESSIVE STRENGTH OF CONCRETE FILLED STEEL TUBE (CFST) BASED ON THE TWIN SHEAR UNIFIED STRENGTH THEORY, ZHAO Jun-hai; GU Qiang; MA Shu-fang, Unknown, 2002",9,keep_candidate,,,,keep,
"Thin-Walled Structures | Eccentric compression behaviour of diagonal rib-stiffened thin-walled square concrete filled steel tubes | Dan Gan, Zexiang Li, Biao Yan, Xuhong Zhou, Huihui Huang | 2022",9,keep_candidate,,,,keep,
"Ultimate strength analysis to thin - walled circular concrete - filled steel tube column under axial compression, ZHANG Fengjie; XIA Junwu; CHANG Hongfei; TAN Yongchao; XIA Xiang, Concrete, 2015",9,keep_candidate,,,,keep,
"Xiaojun Zhou, Tingmin Mou, Hongyuan Tang, and Bikun Fan，Experimental Study on Ultrahigh Strength Concrete Filled Steel
Tube Short Columns under Axial Load，Advances in Materials Science and Engineering，2017(2017),Article ID 8410895",9,keep_candidate,,,,keep,
"ZHAO Jun-hai, GU Qiang, MA Shu-fang,THE STUDY OF THE AXIAL COMPRESSIVE STRENGTH OF CONCRETE
FILLED STEEL TUBE (CFST) BASED ON THE TWIN SHEAR UNIFIED
STRENGTH THEORY,ENGINEERING MECHANICS,2002(19):32-35",9,keep_candidate,,,,keep,
"内配螺旋箍筋方钢管超高强混凝土柱偏压受力性能研究 Behavior of Eccentrically Loaded Spiral-Confined Ultra-High-Strength Concrete-Filled Steel Tubular Columns, 高鹏, Unknown, 2019",9,keep_candidate,,,,keep,
"哈尔滨工业大学学报 | 钢管煤矸石混凝土轴心受压承载能力 | 赵卫平, 陈明亮, 张国炜... | 2024",9,keep_candidate,,,,keep,
"圆钢管混凝土短柱受压力学性能的试验研究, 刘文连; 刘铮; 刘鹏程, 工业建筑, 2008",9,keep_candidate,,,,keep,
"段新鸽,李倩.圆钢管自密实再生混凝土短柱轴压性能试验与理论研究[J/OL].建筑结构,1-7[2025-04-22].",9,keep_candidate,,,,keep,
"矩形钢管混凝土双向压弯构件的理论与试验研究, 郭兰慧; 张素梅; 刘界鹏, Unknown, 2008",9,keep_candidate,,,,keep,
"钢管混凝土构件受力性能试验与有限元研究, 赵晓亮, Unknown, 2013",9,keep_candidate,,,,keep,
"Behavior and general design method of concrete-filled high-strength steel tube (CFHST) columns, Chengliang Tu; Yongjiu Shi; Dong Liu; Wenhao Wang; Huiyong Ban, Engineering Structures, 2021",8,keep_candidate,,,,keep,
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",8,keep_candidate,,,,keep,
"Behaviour and design of eccentrically loaded CFST columns with high strength materials and slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Dongxu Li; Jia Wang; Brian Uy; Tuan Ngo, Journal of Constructional Steel Research, 2022",8,keep_candidate,,,,keep,
"Behaviour of steel tubular stub and slender columns filled with concrete using recycled aggregates, E K Mohanraj; S Kandasamy; R Malathy, Journal of the South African Institution of Civil Engineering, 2011",8,keep_candidate,,,,keep,
"Carmen Ibañez, David Hernández-Figueirido, Ana Piquer，Shape effect on axially loaded high strength CFST stub columns，Journal of Constructional Steel Research 147 (2018) 247–256。",8,keep_candidate,,,,keep,
"Case Studies in Construction Materials | Eccentric compressive behavior of shrinkage-compensating UHPC-filled steel tube lattice columns: Experimental investigation and numerical modeling | Deyuan DENG, Yi LIU, Yihang CHEN... | 2025",8,keep_candidate,,,,keep,
"Compressive behavior of fabricated coupled composite columns under eccentric loads, Li Xu; Zi-Xiong Guo; Syed Humayun Basha, Thin-Walled Structures, 2021",8,keep_candidate,,,,keep,
"Experiment on mechanical behavior of recycled aggregate concrete-filled square steel tubular short columns under axial compression, ZHANG Ji-cheng; SHEN Xing-yue; WANG Jing-feng; DU Guo-feng; WANG Ke-hui, Unknown, 2016",8,keep_candidate,,,,keep,
"Experimental research on mechanical behavior of recycled aggregate concrete filled square steel tubular long columns under eccentric compression loading, Xu Yang; Yao Yong; Zhang Zhaoqiang; Chen Daiguo, Unknown, 2014",8,keep_candidate,,,,keep,
"Giakoumelis G, Lam D. Axial capacity of circular concrete-filled tube columns. Journal of Constructional Steel Research 2004;60(7):1049 68.",8,keep_candidate,,,,keep,
"Gu WP, Cai SH, Feng WL. Properties and ultimate strength of high-strength concrete filled steel tubes. Building Science, 1991; (1): [页码缺失].(In Chinese)",8,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Experimental and numerical study on multi-cell T-shaped CFST columns under eccentric compression | Yanfei Shen, Ning Zhang, Yongqing Tu | 2026",8,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Performance of concrete-filled bimetallic tube short columns under eccentric compression: Experimental investigation | Shi-Jiang Zhang, Zi-Xiong Guo, Dan-Yang Ma... | 2021",8,keep_candidate,,,,keep,
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",8,keep_candidate,,,,keep,
"KSCE Journal of Civil Engineering | Study on axial compressive bearing capacity of coal gangue coarse aggregate concrete-filled steel tube columns | Yujia Zhu, Donghua Wang | 2025",8,keep_candidate,,,,keep,
"Mechanical Behavior of Concrete Filled Circular Steel Tubular Columns Under Eccentric Compression, 余志武; 丁发兴, China Journal of Highway and Transport, 2008",8,keep_candidate,,,,keep,
"Siqi Lin and Yan-Gang Zhao，Ultimate Stress of the Steel Tube in Circular CFT Stub Columns Subjected to Axial Compression，International Journal of Engineering and Technology, Vol. 10, No. 4, August 2018：315-319",8,keep_candidate,,,,keep,
"Strength of Concrete Filled Steel Tubular Columns, Muhammad Naseem Baig; Fan Jiansheng; Nie Jianguo, TSINGHUA SCIENCE AND TECHNOLOGY, 2006",8,keep_candidate,,,,keep,
"Strength of short composite rectangular hollow section columns filled with lightweight aggregate concrete, M. Moulia; H. Khelafi, Unknown, 2006",8,keep_candidate,,,,keep,
"Structures | Study on the supporting performance of concrete filled steel tube arches with three different cross-sections | Yu-chun Mei, Jun-feng Liu, Gang Wang, Wei-teng Li, Yuan-zhen Li, Bing-jun Sun, Shuo Zhang, Ting-chun Li | 2022",8,keep_candidate,,,,keep,
"Tam, V.W.Y., Wang, ZB. & Tao, Z. Behaviour of recycled aggregate concrete filled stainless steel stub columns. Mater Struct 47, 293–310 (2014).",8,keep_candidate,,,,keep,
"The impact of stirrups on the composite action of concrete-filled steel tubular stub columns under axial loading, De-ren Lu; Wen-jun Wang; Fa-xing Ding; Xue-mei Liu; Chang-ting Fang, Structures, 2021",8,keep_candidate,,,,keep,
"Wang, Qiuping. 2004. ""Experimental Research on the Mechanics Behavior of Stub-Column of Concrete-Filled Thin-Walled Steel Tube."" Low Temperature Architecture Technology 102, no. 6: 54-56.",8,keep_candidate,,,,keep,
"Yamamoto, T., Kawaguchi, J., & Morino, S. (2002). Experimental study on size effects in axial compression behavior of concrete-filled circular steel tube short columns. Journal of Structural Engineering, Architectural Institute of Japan, 561, 237-244.",8,keep_candidate,,,,keep,
"局部锈蚀对圆钢管混凝土力学性能影响研究, 张雨晨, Harbin Institute of Technology Master Thesis, 2021",8,keep_candidate,,,,keep,
"建筑结构学报 | 衬管加劲薄壁方钢管混凝土柱偏压性能及承载力研究 | 王宣鼎, 刘界鹏, 周绪红... | 2024",8,keep_candidate,,,,keep,
"方钢管橡胶混凝土短柱的轴压力学性能试验, 刘艳华; 梁力; 任庆新, Unknown, 2011",8,keep_candidate,,,,keep,
"矩形钢管混凝土短柱受压承载力计算, 王蕾; 江雪, Unknown, 2003",8,keep_candidate,,,,keep,
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",8,keep_candidate,,,,keep,
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",8,keep_candidate,,,,keep,
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",7,keep_candidate,,,,keep,
"Engineering Mechanics | 圆形钢管含粗骨料超高性能混凝土中长柱偏压性能试验研究 (Experimental Study on Eccentric Compression Performance of Circular Ultra-High Performance Concrete with Coarse Aggregate Filled Steel Tube Slender Columns) | WU Fang-hong, ZENG Yan-qin, XU Li-hua... | 2023",7,keep_candidate,,,,keep,
"Engineering Structures | Behavior of eccentrically-compressed square reinforced UHPC-inner CFST composite short columns: Experimental investigation and theoretical analysis | Xiaolong Gao, Min Yang, Junyuan Guo, Rui Pang | 2025",7,keep_candidate,,,,keep,
"Structures | Behaviour and design of discontinuous double steel tube confined concrete columns for concentric and eccentric loading | Ann Nazmun Sakib, Md. Imran Kabir | 2025",7,keep_candidate,,,,keep,
"WenjingWang, Zhenyun Tang, Zhenbao Li, and Hua Ma.Bearing Capacities of Different-Diameter Concrete-Filled
Steel Tubes under Axial Compression,Advances in Materials Science and Engineering,2016(2016), Article ID 7982365.",7,keep_candidate,,,,keep,
"圆形薄壁钢管混凝土柱轴压性能的试验研究, 李艳; 占美森; 熊进刚, Unknown, 2009",7,keep_candidate,,,,keep,
"建筑结构学报 | 圆钢管地聚物砖骨料再生混凝土长柱轴压性能研究 | 叶建峰, 刘如月, 颜桂云... | 2023",7,keep_candidate,,,,keep,
"湖南大学学报(自然科学版) (Journal of Hunan University (Natural Sciences)) | 局部环向变厚度方钢管混凝土柱偏压力学性能研究 (Study on Mechanical Behavior of Concrete-filled Square Steel Tubular Columns with Local Circumferential Variable Thickness under Eccentric Compression) | 张望喜 (ZHANG Wangxi), 廖宏臻 (LIAO Hongzhen), 解圓聪 (XIE Yuancong)... | 2024",7,keep_candidate,,,,keep,
"A++B C DEB, F%++’ G+’ C ++’E C +’, 4;<=. >?@ABC&0; E;F ;?C@GB+C&!; 4;HI 9B+C!, Unknown, 2008",6,keep_candidate,,,,keep,
